formla,formula,score
d7_xboole_0,symmetry_r1_xboole_0,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
t8_boole,t7_boole,0.0
dt_k3_xboole_0,dt_k4_xboole_0,0.0
t85_xboole_1,l32_xboole_1,0.0
t6_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t8_boole,t6_boole,2.0
idempotence_k3_xboole_0,t2_boole,2.4334773587754635
d7_xboole_0,t2_boole,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
t85_xboole_1,symmetry_r1_xboole_0,4.0
t4_boole,l32_xboole_1,4.0
t4_boole,t3_boole,4.0
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
t8_boole,idempotence_k3_xboole_0,5.58088391142352
idempotence_k3_xboole_0,t3_boole,6.0
commutativity_k3_xboole_0,t2_boole,6.158068857659258
t49_xboole_1,idempotence_k3_xboole_0,7.068958492977487
commutativity_k3_xboole_0,d7_xboole_0,8.0
commutativity_k3_xboole_0,t8_boole,8.0
d7_xboole_0,t85_xboole_1,8.0
d7_xboole_0,t6_boole,8.0
t4_boole,t2_boole,8.0
t4_boole,t6_boole,8.0
t2_boole,t6_boole,8.0
l32_xboole_1,t6_boole,8.0
commutativity_k3_xboole_0,t49_xboole_1,8.119224843276161
commutativity_k3_xboole_0,t3_boole,8.119224843276161
idempotence_k3_xboole_0,t4_boole,8.233259761977418
t8_boole,t3_boole,8.466832242503168
l32_xboole_1,t3_boole,8.466832242503168
d7_xboole_0,idempotence_k3_xboole_0,8.478248445389776
idempotence_k3_xboole_0,t6_boole,8.896418674544599
commutativity_k3_xboole_0,t4_boole,10.0
t49_xboole_1,t2_boole,10.0
t2_boole,t3_boole,10.09563331622503
commutativity_k3_xboole_0,t6_boole,12.0
d7_xboole_0,t4_boole,12.0
t8_boole,t4_boole,12.0
t8_boole,t2_boole,12.0
t2_boole,l32_xboole_1,12.0
t49_xboole_1,t3_boole,12.079810100149455
t6_boole,t3_boole,12.316137715318517
idempotence_k3_xboole_0,l32_xboole_1,12.615318673453551
t49_xboole_1,t4_boole,14.0
commutativity_k3_xboole_0,l32_xboole_1,16.0
d7_xboole_0,t49_xboole_1,16.0
d7_xboole_0,t8_boole,16.0
d7_xboole_0,l32_xboole_1,16.0
t49_xboole_1,t8_boole,16.0
t8_boole,l32_xboole_1,16.0
d7_xboole_0,t3_boole,16.238449686552322
t49_xboole_1,t6_boole,20.0
t49_xboole_1,l32_xboole_1,24.0
commutativity_k3_xboole_0,dt_k1_xboole_0,inf
commutativity_k3_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k3_xboole_0,dt_k3_xboole_0,inf
commutativity_k3_xboole_0,dt_k4_xboole_0,inf
commutativity_k3_xboole_0,t85_xboole_1,inf
commutativity_k3_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k3_xboole_0,symmetry_r1_xboole_0,inf
commutativity_k3_xboole_0,t7_boole,inf
d7_xboole_0,dt_k1_xboole_0,inf
d7_xboole_0,dt_o_0_0_xboole_0,inf
d7_xboole_0,dt_k3_xboole_0,inf
d7_xboole_0,dt_k4_xboole_0,inf
d7_xboole_0,antisymmetry_r2_hidden,inf
d7_xboole_0,t7_boole,inf
t49_xboole_1,dt_k1_xboole_0,inf
t49_xboole_1,dt_o_0_0_xboole_0,inf
t49_xboole_1,dt_k3_xboole_0,inf
t49_xboole_1,dt_k4_xboole_0,inf
t49_xboole_1,t85_xboole_1,inf
t49_xboole_1,antisymmetry_r2_hidden,inf
t49_xboole_1,symmetry_r1_xboole_0,inf
t49_xboole_1,t7_boole,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,t85_xboole_1,inf
dt_k1_xboole_0,idempotence_k3_xboole_0,inf
dt_k1_xboole_0,t4_boole,inf
dt_k1_xboole_0,t2_boole,inf
dt_k1_xboole_0,l32_xboole_1,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,symmetry_r1_xboole_0,inf
dt_k1_xboole_0,t3_boole,inf
dt_k1_xboole_0,t7_boole,inf
t8_boole,dt_k3_xboole_0,inf
t8_boole,dt_k4_xboole_0,inf
t8_boole,t85_xboole_1,inf
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,symmetry_r1_xboole_0,inf
dt_o_0_0_xboole_0,dt_k3_xboole_0,inf
dt_o_0_0_xboole_0,dt_k4_xboole_0,inf
dt_o_0_0_xboole_0,t85_xboole_1,inf
dt_o_0_0_xboole_0,idempotence_k3_xboole_0,inf
dt_o_0_0_xboole_0,t4_boole,inf
dt_o_0_0_xboole_0,t2_boole,inf
dt_o_0_0_xboole_0,l32_xboole_1,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,symmetry_r1_xboole_0,inf
dt_o_0_0_xboole_0,t3_boole,inf
dt_k3_xboole_0,t85_xboole_1,inf
dt_k3_xboole_0,idempotence_k3_xboole_0,inf
dt_k3_xboole_0,t4_boole,inf
dt_k3_xboole_0,t2_boole,inf
dt_k3_xboole_0,l32_xboole_1,inf
dt_k3_xboole_0,t6_boole,inf
dt_k3_xboole_0,antisymmetry_r2_hidden,inf
dt_k3_xboole_0,symmetry_r1_xboole_0,inf
dt_k3_xboole_0,t3_boole,inf
dt_k3_xboole_0,t7_boole,inf
dt_k4_xboole_0,t85_xboole_1,inf
dt_k4_xboole_0,idempotence_k3_xboole_0,inf
dt_k4_xboole_0,t4_boole,inf
dt_k4_xboole_0,t2_boole,inf
dt_k4_xboole_0,l32_xboole_1,inf
dt_k4_xboole_0,t6_boole,inf
dt_k4_xboole_0,antisymmetry_r2_hidden,inf
dt_k4_xboole_0,symmetry_r1_xboole_0,inf
dt_k4_xboole_0,t3_boole,inf
dt_k4_xboole_0,t7_boole,inf
t85_xboole_1,idempotence_k3_xboole_0,inf
t85_xboole_1,t4_boole,inf
t85_xboole_1,t2_boole,inf
t85_xboole_1,t6_boole,inf
t85_xboole_1,antisymmetry_r2_hidden,inf
t85_xboole_1,t3_boole,inf
t85_xboole_1,t7_boole,inf
idempotence_k3_xboole_0,antisymmetry_r2_hidden,inf
idempotence_k3_xboole_0,symmetry_r1_xboole_0,inf
idempotence_k3_xboole_0,t7_boole,inf
t4_boole,antisymmetry_r2_hidden,inf
t4_boole,symmetry_r1_xboole_0,inf
t4_boole,t7_boole,inf
t2_boole,antisymmetry_r2_hidden,inf
t2_boole,symmetry_r1_xboole_0,inf
t2_boole,t7_boole,inf
l32_xboole_1,antisymmetry_r2_hidden,inf
l32_xboole_1,symmetry_r1_xboole_0,inf
l32_xboole_1,t7_boole,inf
t6_boole,antisymmetry_r2_hidden,inf
t6_boole,symmetry_r1_xboole_0,inf
antisymmetry_r2_hidden,symmetry_r1_xboole_0,inf
antisymmetry_r2_hidden,t3_boole,inf
