formla,formula,score
d1_tarski,l20_zfmisc_1,0.0
d1_tarski,antisymmetry_r2_hidden,0.0
d1_tarski,t7_boole,0.0
dt_k1_tarski,dt_k1_xboole_0,0.0
dt_k1_tarski,dt_k2_xboole_0,0.0
dt_k1_xboole_0,dt_k2_xboole_0,0.0
l20_zfmisc_1,antisymmetry_r2_hidden,0.0
l20_zfmisc_1,t7_boole,0.0
t8_boole,t7_boole,0.0
t6_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t8_boole,t6_boole,2.0
t1_boole,idempotence_k2_xboole_0,2.6852191708626694
d1_tarski,t8_boole,3.0
t13_zfmisc_1,idempotence_k2_xboole_0,3.945092104825376
t8_boole,dt_o_0_0_xboole_0,4.0
t6_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
d1_tarski,t13_zfmisc_1,4.5
d1_tarski,idempotence_k2_xboole_0,4.730744502545082
t1_boole,commutativity_k2_xboole_0,4.866954717550927
t1_boole,t13_zfmisc_1,5.047816658112515
commutativity_k2_xboole_0,idempotence_k2_xboole_0,5.500455150460012
t8_boole,idempotence_k2_xboole_0,5.58088391142352
t8_boole,t13_zfmisc_1,6.0
commutativity_k2_xboole_0,t13_zfmisc_1,6.158068857659258
d1_tarski,commutativity_k2_xboole_0,7.5
d1_tarski,t1_boole,7.571724987168773
commutativity_k2_xboole_0,t8_boole,8.0
t1_boole,t8_boole,8.466832242503168
t6_boole,idempotence_k2_xboole_0,8.896418674544599
d1_tarski,t6_boole,9.0
t6_boole,t13_zfmisc_1,10.0
commutativity_k2_xboole_0,t6_boole,12.0
t1_boole,t6_boole,12.316137715318517
d1_tarski,dt_k1_tarski,inf
d1_tarski,dt_k1_xboole_0,inf
d1_tarski,dt_o_0_0_xboole_0,inf
d1_tarski,dt_k2_xboole_0,inf
t1_boole,dt_k1_tarski,inf
t1_boole,dt_k1_xboole_0,inf
t1_boole,l20_zfmisc_1,inf
t1_boole,dt_o_0_0_xboole_0,inf
t1_boole,antisymmetry_r2_hidden,inf
t1_boole,t7_boole,inf
t1_boole,dt_k2_xboole_0,inf
dt_k1_tarski,l20_zfmisc_1,inf
dt_k1_tarski,commutativity_k2_xboole_0,inf
dt_k1_tarski,t8_boole,inf
dt_k1_tarski,t6_boole,inf
dt_k1_tarski,dt_o_0_0_xboole_0,inf
dt_k1_tarski,antisymmetry_r2_hidden,inf
dt_k1_tarski,t13_zfmisc_1,inf
dt_k1_tarski,idempotence_k2_xboole_0,inf
dt_k1_tarski,t7_boole,inf
dt_k1_xboole_0,l20_zfmisc_1,inf
dt_k1_xboole_0,commutativity_k2_xboole_0,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,t13_zfmisc_1,inf
dt_k1_xboole_0,idempotence_k2_xboole_0,inf
dt_k1_xboole_0,t7_boole,inf
l20_zfmisc_1,commutativity_k2_xboole_0,inf
l20_zfmisc_1,t8_boole,inf
l20_zfmisc_1,t6_boole,inf
l20_zfmisc_1,dt_o_0_0_xboole_0,inf
l20_zfmisc_1,t13_zfmisc_1,inf
l20_zfmisc_1,idempotence_k2_xboole_0,inf
l20_zfmisc_1,dt_k2_xboole_0,inf
commutativity_k2_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k2_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k2_xboole_0,t7_boole,inf
commutativity_k2_xboole_0,dt_k2_xboole_0,inf
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,dt_k2_xboole_0,inf
t6_boole,antisymmetry_r2_hidden,inf
t6_boole,dt_k2_xboole_0,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,t13_zfmisc_1,inf
dt_o_0_0_xboole_0,idempotence_k2_xboole_0,inf
dt_o_0_0_xboole_0,dt_k2_xboole_0,inf
antisymmetry_r2_hidden,t13_zfmisc_1,inf
antisymmetry_r2_hidden,idempotence_k2_xboole_0,inf
antisymmetry_r2_hidden,dt_k2_xboole_0,inf
t13_zfmisc_1,t7_boole,inf
t13_zfmisc_1,dt_k2_xboole_0,inf
idempotence_k2_xboole_0,t7_boole,inf
idempotence_k2_xboole_0,dt_k2_xboole_0,inf
t7_boole,dt_k2_xboole_0,inf
