formla,formula,score
d1_xboole_0,d4_xboole_0,0.0
d1_xboole_0,t3_xboole_0,0.0
d1_xboole_0,l13_xboole_0,0.0
d1_xboole_0,antisymmetry_r2_hidden,0.0
d4_xboole_0,t3_xboole_0,0.0
d4_xboole_0,antisymmetry_r2_hidden,0.0
d7_xboole_0,t3_xboole_0,0.0
d7_xboole_0,symmetry_r1_xboole_0,0.0
t3_xboole_0,antisymmetry_r2_hidden,0.0
t3_xboole_0,symmetry_r1_xboole_0,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
d1_xboole_0,dt_o_0_0_xboole_0,4.0
l13_xboole_0,dt_o_0_0_xboole_0,4.0
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
commutativity_k3_xboole_0,d7_xboole_0,8.0
d7_xboole_0,l13_xboole_0,8.0
idempotence_k3_xboole_0,d7_xboole_0,8.478248445389776
idempotence_k3_xboole_0,l13_xboole_0,8.896418674544599
commutativity_k3_xboole_0,l13_xboole_0,12.0
commutativity_k3_xboole_0,d4_xboole_0,13.674647036141721
d4_xboole_0,idempotence_k3_xboole_0,17.792837349089197
d4_xboole_0,l13_xboole_0,32.0
d4_xboole_0,d7_xboole_0,48.0
commutativity_k3_xboole_0,d1_xboole_0,inf
commutativity_k3_xboole_0,t3_xboole_0,inf
commutativity_k3_xboole_0,dt_k1_xboole_0,inf
commutativity_k3_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k3_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k3_xboole_0,symmetry_r1_xboole_0,inf
commutativity_k3_xboole_0,dt_k3_xboole_0,inf
d1_xboole_0,idempotence_k3_xboole_0,inf
d1_xboole_0,d7_xboole_0,inf
d1_xboole_0,dt_k1_xboole_0,inf
d1_xboole_0,symmetry_r1_xboole_0,inf
d1_xboole_0,dt_k3_xboole_0,inf
d4_xboole_0,dt_k1_xboole_0,inf
d4_xboole_0,dt_o_0_0_xboole_0,inf
d4_xboole_0,symmetry_r1_xboole_0,inf
d4_xboole_0,dt_k3_xboole_0,inf
idempotence_k3_xboole_0,t3_xboole_0,inf
idempotence_k3_xboole_0,dt_k1_xboole_0,inf
idempotence_k3_xboole_0,dt_o_0_0_xboole_0,inf
idempotence_k3_xboole_0,antisymmetry_r2_hidden,inf
idempotence_k3_xboole_0,symmetry_r1_xboole_0,inf
idempotence_k3_xboole_0,dt_k3_xboole_0,inf
d7_xboole_0,dt_k1_xboole_0,inf
d7_xboole_0,dt_o_0_0_xboole_0,inf
d7_xboole_0,antisymmetry_r2_hidden,inf
d7_xboole_0,dt_k3_xboole_0,inf
t3_xboole_0,dt_k1_xboole_0,inf
t3_xboole_0,l13_xboole_0,inf
t3_xboole_0,dt_o_0_0_xboole_0,inf
t3_xboole_0,dt_k3_xboole_0,inf
dt_k1_xboole_0,l13_xboole_0,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,symmetry_r1_xboole_0,inf
l13_xboole_0,antisymmetry_r2_hidden,inf
l13_xboole_0,symmetry_r1_xboole_0,inf
l13_xboole_0,dt_k3_xboole_0,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,symmetry_r1_xboole_0,inf
dt_o_0_0_xboole_0,dt_k3_xboole_0,inf
antisymmetry_r2_hidden,symmetry_r1_xboole_0,inf
antisymmetry_r2_hidden,dt_k3_xboole_0,inf
symmetry_r1_xboole_0,dt_k3_xboole_0,inf
