formla,formula,score
dt_k2_xboole_0,dt_k4_xboole_0,0.0
symmetry_r1_xboole_0,t87_xboole_1,0.0
symmetry_r1_xboole_0,t83_xboole_1,0.0
idempotence_k2_xboole_0,commutativity_k2_xboole_0,5.500455150460012
idempotence_k2_xboole_0,t83_xboole_1,8.0
t87_xboole_1,t83_xboole_1,10.09563331622503
t42_xboole_1,idempotence_k2_xboole_0,10.187569205075196
t42_xboole_1,commutativity_k2_xboole_0,10.377246659046476
t83_xboole_1,commutativity_k2_xboole_0,12.316137715318517
t42_xboole_1,t83_xboole_1,15.22134722394989
t87_xboole_1,commutativity_k2_xboole_0,16.238449686552322
idempotence_k2_xboole_0,t87_xboole_1,18.65083612526915
t42_xboole_1,t87_xboole_1,32.0
dt_k2_xboole_0,t42_xboole_1,inf
dt_k2_xboole_0,symmetry_r1_xboole_0,inf
dt_k2_xboole_0,idempotence_k2_xboole_0,inf
dt_k2_xboole_0,t87_xboole_1,inf
dt_k2_xboole_0,t83_xboole_1,inf
dt_k2_xboole_0,commutativity_k2_xboole_0,inf
t42_xboole_1,symmetry_r1_xboole_0,inf
t42_xboole_1,dt_k4_xboole_0,inf
symmetry_r1_xboole_0,dt_k4_xboole_0,inf
symmetry_r1_xboole_0,idempotence_k2_xboole_0,inf
symmetry_r1_xboole_0,commutativity_k2_xboole_0,inf
dt_k4_xboole_0,idempotence_k2_xboole_0,inf
dt_k4_xboole_0,t87_xboole_1,inf
dt_k4_xboole_0,t83_xboole_1,inf
dt_k4_xboole_0,commutativity_k2_xboole_0,inf
