formla,formula,score
t1_xboole_1,t18_xboole_1,1.0
t17_xboole_1,t1_xboole_1,2.4334773587754635
t17_xboole_1,t18_xboole_1,3.3048164934944277
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
commutativity_k3_xboole_0,t17_xboole_1,inf
commutativity_k3_xboole_0,t1_xboole_1,inf
commutativity_k3_xboole_0,t18_xboole_1,inf
commutativity_k3_xboole_0,dt_k3_xboole_0,inf
t17_xboole_1,idempotence_k3_xboole_0,inf
t17_xboole_1,dt_k3_xboole_0,inf
idempotence_k3_xboole_0,t1_xboole_1,inf
idempotence_k3_xboole_0,t18_xboole_1,inf
idempotence_k3_xboole_0,dt_k3_xboole_0,inf
t1_xboole_1,dt_k3_xboole_0,inf
t18_xboole_1,dt_k3_xboole_0,inf
