formla,formula,score
dt_k1_xboole_0,dt_k4_xboole_0,0.0
l32_xboole_1,t37_xboole_1,0.0
t6_boole,t7_boole,0.0
t8_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t6_boole,t8_boole,2.0
t4_boole,l32_xboole_1,4.0
t4_boole,t3_boole,4.0
t4_boole,t37_xboole_1,4.0
t6_boole,dt_o_0_0_xboole_0,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
d2_xboole_0,t8_boole,8.0
t4_boole,t6_boole,8.0
l32_xboole_1,t6_boole,8.0
t6_boole,t37_xboole_1,8.0
d2_xboole_0,t3_boole,8.119224843276161
l32_xboole_1,t3_boole,8.466832242503168
t8_boole,t3_boole,8.466832242503168
t3_boole,t37_xboole_1,8.466832242503168
d2_xboole_0,t4_boole,10.0
d2_xboole_0,t6_boole,12.0
t4_boole,t8_boole,12.0
t6_boole,t3_boole,12.316137715318517
d2_xboole_0,l32_xboole_1,16.0
d2_xboole_0,t37_xboole_1,16.0
l32_xboole_1,t8_boole,16.0
t8_boole,t37_xboole_1,16.0
d2_xboole_0,dt_k1_xboole_0,inf
d2_xboole_0,dt_o_0_0_xboole_0,inf
d2_xboole_0,antisymmetry_r2_hidden,inf
d2_xboole_0,dt_k4_xboole_0,inf
d2_xboole_0,t7_boole,inf
t4_boole,dt_k1_xboole_0,inf
t4_boole,dt_o_0_0_xboole_0,inf
t4_boole,antisymmetry_r2_hidden,inf
t4_boole,dt_k4_xboole_0,inf
t4_boole,t7_boole,inf
dt_k1_xboole_0,l32_xboole_1,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,t3_boole,inf
dt_k1_xboole_0,t7_boole,inf
dt_k1_xboole_0,t37_xboole_1,inf
l32_xboole_1,dt_o_0_0_xboole_0,inf
l32_xboole_1,antisymmetry_r2_hidden,inf
l32_xboole_1,dt_k4_xboole_0,inf
l32_xboole_1,t7_boole,inf
t6_boole,antisymmetry_r2_hidden,inf
t6_boole,dt_k4_xboole_0,inf
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,dt_k4_xboole_0,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,dt_k4_xboole_0,inf
dt_o_0_0_xboole_0,t3_boole,inf
dt_o_0_0_xboole_0,t37_xboole_1,inf
antisymmetry_r2_hidden,dt_k4_xboole_0,inf
antisymmetry_r2_hidden,t3_boole,inf
antisymmetry_r2_hidden,t37_xboole_1,inf
dt_k4_xboole_0,t3_boole,inf
dt_k4_xboole_0,t7_boole,inf
dt_k4_xboole_0,t37_xboole_1,inf
t3_boole,t7_boole,inf
t7_boole,t37_xboole_1,inf
