formla,formula,score
d2_tarski,d3_tarski,0.0
d2_tarski,t47_zfmisc_1,0.0
d2_tarski,antisymmetry_r2_hidden,0.0
d2_tarski,t7_boole,0.0
d3_tarski,antisymmetry_r2_hidden,0.0
d3_tarski,d3_xboole_0,0.0
d3_tarski,t7_boole,0.0
t47_zfmisc_1,antisymmetry_r2_hidden,0.0
t47_zfmisc_1,d3_xboole_0,0.0
t47_zfmisc_1,t7_boole,0.0
dt_k1_xboole_0,dt_k2_tarski,0.0
dt_k1_xboole_0,dt_k2_xboole_0,0.0
t6_boole,t7_boole,0.0
t8_boole,t7_boole,0.0
antisymmetry_r2_hidden,d3_xboole_0,0.0
antisymmetry_r2_hidden,t7_boole,0.0
dt_k2_tarski,dt_k2_xboole_0,0.0
d3_xboole_0,t7_boole,0.0
d2_tarski,t8_boole,1.7777777777777777
t6_boole,t8_boole,2.0
t1_boole,idempotence_k2_xboole_0,2.6852191708626694
d3_tarski,t47_zfmisc_1,2.8222774141677225
d2_tarski,d3_xboole_0,3.5555555555555554
d2_tarski,idempotence_k2_xboole_0,3.953963855353155
t6_boole,dt_o_0_0_xboole_0,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
commutativity_k2_tarski,d2_tarski,4.612109626242878
t1_boole,commutativity_k2_xboole_0,4.866954717550927
idempotence_k2_xboole_0,commutativity_k2_xboole_0,5.500455150460012
idempotence_k2_xboole_0,t8_boole,5.58088391142352
d2_tarski,commutativity_k2_xboole_0,6.222222222222222
commutativity_k2_tarski,idempotence_k2_xboole_0,6.3076593367267755
t1_boole,d2_tarski,6.343068513538631
d2_tarski,t6_boole,7.111111111111111
commutativity_k2_tarski,t8_boole,8.0
commutativity_k2_tarski,commutativity_k2_xboole_0,8.0
t8_boole,commutativity_k2_xboole_0,8.0
t1_boole,commutativity_k2_tarski,8.119224843276161
t1_boole,t8_boole,8.466832242503168
idempotence_k2_xboole_0,t6_boole,8.896418674544599
commutativity_k2_tarski,t6_boole,12.0
t6_boole,commutativity_k2_xboole_0,12.0
t1_boole,t6_boole,12.316137715318517
commutativity_k2_xboole_0,d3_xboole_0,13.674647036141721
t8_boole,d3_xboole_0,16.0
idempotence_k2_xboole_0,d3_xboole_0,17.792837349089197
commutativity_k2_tarski,d3_xboole_0,24.0
t1_boole,d3_xboole_0,24.632275430637034
t6_boole,d3_xboole_0,32.0
t1_boole,d3_tarski,inf
t1_boole,t47_zfmisc_1,inf
t1_boole,dt_k1_xboole_0,inf
t1_boole,dt_o_0_0_xboole_0,inf
t1_boole,antisymmetry_r2_hidden,inf
t1_boole,dt_k2_tarski,inf
t1_boole,t7_boole,inf
t1_boole,dt_k2_xboole_0,inf
commutativity_k2_tarski,d3_tarski,inf
commutativity_k2_tarski,t47_zfmisc_1,inf
commutativity_k2_tarski,dt_k1_xboole_0,inf
commutativity_k2_tarski,dt_o_0_0_xboole_0,inf
commutativity_k2_tarski,antisymmetry_r2_hidden,inf
commutativity_k2_tarski,dt_k2_tarski,inf
commutativity_k2_tarski,t7_boole,inf
commutativity_k2_tarski,dt_k2_xboole_0,inf
d2_tarski,dt_k1_xboole_0,inf
d2_tarski,dt_o_0_0_xboole_0,inf
d2_tarski,dt_k2_tarski,inf
d2_tarski,dt_k2_xboole_0,inf
d3_tarski,idempotence_k2_xboole_0,inf
d3_tarski,dt_k1_xboole_0,inf
d3_tarski,t6_boole,inf
d3_tarski,t8_boole,inf
d3_tarski,commutativity_k2_xboole_0,inf
d3_tarski,dt_o_0_0_xboole_0,inf
d3_tarski,dt_k2_tarski,inf
d3_tarski,dt_k2_xboole_0,inf
t47_zfmisc_1,idempotence_k2_xboole_0,inf
t47_zfmisc_1,dt_k1_xboole_0,inf
t47_zfmisc_1,t6_boole,inf
t47_zfmisc_1,t8_boole,inf
t47_zfmisc_1,commutativity_k2_xboole_0,inf
t47_zfmisc_1,dt_o_0_0_xboole_0,inf
t47_zfmisc_1,dt_k2_tarski,inf
t47_zfmisc_1,dt_k2_xboole_0,inf
idempotence_k2_xboole_0,dt_k1_xboole_0,inf
idempotence_k2_xboole_0,dt_o_0_0_xboole_0,inf
idempotence_k2_xboole_0,antisymmetry_r2_hidden,inf
idempotence_k2_xboole_0,dt_k2_tarski,inf
idempotence_k2_xboole_0,t7_boole,inf
idempotence_k2_xboole_0,dt_k2_xboole_0,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,commutativity_k2_xboole_0,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,d3_xboole_0,inf
dt_k1_xboole_0,t7_boole,inf
t6_boole,antisymmetry_r2_hidden,inf
t6_boole,dt_k2_tarski,inf
t6_boole,dt_k2_xboole_0,inf
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,dt_k2_tarski,inf
t8_boole,dt_k2_xboole_0,inf
commutativity_k2_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k2_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k2_xboole_0,dt_k2_tarski,inf
commutativity_k2_xboole_0,t7_boole,inf
commutativity_k2_xboole_0,dt_k2_xboole_0,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,dt_k2_tarski,inf
dt_o_0_0_xboole_0,d3_xboole_0,inf
dt_o_0_0_xboole_0,dt_k2_xboole_0,inf
antisymmetry_r2_hidden,dt_k2_tarski,inf
antisymmetry_r2_hidden,dt_k2_xboole_0,inf
dt_k2_tarski,d3_xboole_0,inf
dt_k2_tarski,t7_boole,inf
d3_xboole_0,dt_k2_xboole_0,inf
t7_boole,dt_k2_xboole_0,inf
