formla,formula,score
dt_k1_enumset1,dt_k4_enumset1,0.0
dt_k1_enumset1,dt_k2_enumset1,0.0
dt_k4_enumset1,dt_k2_enumset1,0.0
t84_enumset1,t71_enumset1,4.0
t79_enumset1,t71_enumset1,8.0
t84_enumset1,t79_enumset1,10.304465774907142
dt_k1_enumset1,t84_enumset1,inf
dt_k1_enumset1,t79_enumset1,inf
dt_k1_enumset1,t71_enumset1,inf
t84_enumset1,dt_k4_enumset1,inf
t84_enumset1,dt_k2_enumset1,inf
t79_enumset1,dt_k4_enumset1,inf
t79_enumset1,dt_k2_enumset1,inf
dt_k4_enumset1,t71_enumset1,inf
dt_k2_enumset1,t71_enumset1,inf
