formla,formula,score
dt_k1_enumset1,dt_k3_enumset1,0.0
dt_k1_enumset1,dt_k2_enumset1,0.0
dt_k3_enumset1,dt_k2_enumset1,0.0
t78_enumset1,t71_enumset1,4.0
t72_enumset1,t71_enumset1,8.0
t72_enumset1,t78_enumset1,10.063190687175823
dt_k1_enumset1,t72_enumset1,inf
dt_k1_enumset1,t78_enumset1,inf
dt_k1_enumset1,t71_enumset1,inf
t72_enumset1,dt_k3_enumset1,inf
t72_enumset1,dt_k2_enumset1,inf
t78_enumset1,dt_k3_enumset1,inf
t78_enumset1,dt_k2_enumset1,inf
dt_k3_enumset1,t71_enumset1,inf
dt_k2_enumset1,t71_enumset1,inf
