formla,formula,score
dt_k1_zfmisc_1,dt_k1_tarski,0.0
dt_k1_zfmisc_1,dt_k1_xboole_0,0.0
dt_k1_zfmisc_1,dt_k2_tarski,0.0
dt_k1_tarski,dt_k1_xboole_0,0.0
dt_k1_tarski,dt_k2_tarski,0.0
d2_tarski,antisymmetry_r2_hidden,0.0
d2_tarski,t7_boole,0.0
d1_zfmisc_1,antisymmetry_r2_hidden,0.0
d1_zfmisc_1,t7_boole,0.0
dt_k1_xboole_0,dt_k2_tarski,0.0
t6_boole,t7_boole,0.0
t8_boole,t7_boole,0.0
t8_boole,t2_tarski,0.0
antisymmetry_r2_hidden,t7_boole,0.0
antisymmetry_r2_hidden,t2_tarski,0.0
t7_boole,t2_tarski,0.0
d2_tarski,t2_tarski,0.96
d2_tarski,t8_boole,1.7777777777777777
d1_zfmisc_1,t2_tarski,2.0
t6_boole,t8_boole,2.0
t6_boole,dt_o_0_0_xboole_0,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
d2_tarski,commutativity_k2_tarski,4.612109626242878
d2_tarski,l3_zfmisc_1,5.333333333333333
d2_tarski,d1_zfmisc_1,6.0
t6_boole,l3_zfmisc_1,6.0
t8_boole,l3_zfmisc_1,6.0
d2_tarski,t6_boole,7.111111111111111
t8_boole,commutativity_k2_tarski,8.0
commutativity_k2_tarski,l3_zfmisc_1,9.0
l3_zfmisc_1,t2_tarski,9.0
d1_zfmisc_1,l3_zfmisc_1,10.0
t30_zfmisc_1,commutativity_k2_tarski,10.377246659046476
d1_zfmisc_1,t8_boole,12.0
t6_boole,commutativity_k2_tarski,12.0
t6_boole,t2_tarski,12.0
commutativity_k2_tarski,t2_tarski,12.0
d2_tarski,t30_zfmisc_1,12.444444444444445
d1_zfmisc_1,commutativity_k2_tarski,18.0
t30_zfmisc_1,l3_zfmisc_1,18.0
t30_zfmisc_1,t8_boole,20.0
d1_zfmisc_1,t6_boole,24.0
t30_zfmisc_1,t6_boole,24.0
t30_zfmisc_1,t2_tarski,30.0
d1_zfmisc_1,t30_zfmisc_1,36.0
dt_k1_zfmisc_1,d2_tarski,inf
dt_k1_zfmisc_1,d1_zfmisc_1,inf
dt_k1_zfmisc_1,t30_zfmisc_1,inf
dt_k1_zfmisc_1,t6_boole,inf
dt_k1_zfmisc_1,t8_boole,inf
dt_k1_zfmisc_1,dt_o_0_0_xboole_0,inf
dt_k1_zfmisc_1,antisymmetry_r2_hidden,inf
dt_k1_zfmisc_1,commutativity_k2_tarski,inf
dt_k1_zfmisc_1,l3_zfmisc_1,inf
dt_k1_zfmisc_1,t7_boole,inf
dt_k1_zfmisc_1,t2_tarski,inf
dt_k1_tarski,d2_tarski,inf
dt_k1_tarski,d1_zfmisc_1,inf
dt_k1_tarski,t30_zfmisc_1,inf
dt_k1_tarski,t6_boole,inf
dt_k1_tarski,t8_boole,inf
dt_k1_tarski,dt_o_0_0_xboole_0,inf
dt_k1_tarski,antisymmetry_r2_hidden,inf
dt_k1_tarski,commutativity_k2_tarski,inf
dt_k1_tarski,l3_zfmisc_1,inf
dt_k1_tarski,t7_boole,inf
dt_k1_tarski,t2_tarski,inf
d2_tarski,dt_k1_xboole_0,inf
d2_tarski,dt_o_0_0_xboole_0,inf
d2_tarski,dt_k2_tarski,inf
d1_zfmisc_1,dt_k1_xboole_0,inf
d1_zfmisc_1,dt_o_0_0_xboole_0,inf
d1_zfmisc_1,dt_k2_tarski,inf
dt_k1_xboole_0,t30_zfmisc_1,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,commutativity_k2_tarski,inf
dt_k1_xboole_0,l3_zfmisc_1,inf
dt_k1_xboole_0,t7_boole,inf
dt_k1_xboole_0,t2_tarski,inf
t30_zfmisc_1,dt_o_0_0_xboole_0,inf
t30_zfmisc_1,antisymmetry_r2_hidden,inf
t30_zfmisc_1,dt_k2_tarski,inf
t30_zfmisc_1,t7_boole,inf
t6_boole,antisymmetry_r2_hidden,inf
t6_boole,dt_k2_tarski,inf
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,dt_k2_tarski,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,dt_k2_tarski,inf
dt_o_0_0_xboole_0,commutativity_k2_tarski,inf
dt_o_0_0_xboole_0,l3_zfmisc_1,inf
dt_o_0_0_xboole_0,t2_tarski,inf
antisymmetry_r2_hidden,dt_k2_tarski,inf
antisymmetry_r2_hidden,commutativity_k2_tarski,inf
antisymmetry_r2_hidden,l3_zfmisc_1,inf
dt_k2_tarski,commutativity_k2_tarski,inf
dt_k2_tarski,l3_zfmisc_1,inf
dt_k2_tarski,t7_boole,inf
dt_k2_tarski,t2_tarski,inf
commutativity_k2_tarski,t7_boole,inf
l3_zfmisc_1,t7_boole,inf
