formla,formula,score
d5_xboole_0,antisymmetry_r2_hidden,0.0
d5_xboole_0,t7_boole,0.0
dt_k1_xboole_0,dt_k4_tarski,0.0
dt_k1_xboole_0,dt_k2_zfmisc_1,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
t8_boole,l130_zfmisc_1,0.0
t8_boole,t7_boole,0.0
dt_k4_tarski,dt_k2_zfmisc_1,0.0
dt_k4_tarski,dt_k4_xboole_0,0.0
dt_k2_zfmisc_1,dt_k4_xboole_0,0.0
t6_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
l54_zfmisc_1,antisymmetry_r2_hidden,1.3333333333333333
d5_xboole_0,l54_zfmisc_1,1.7777777777777777
t8_boole,t6_boole,2.0
l54_zfmisc_1,t107_zfmisc_1,2.6666666666666665
l54_zfmisc_1,t7_boole,2.6666666666666665
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
t107_zfmisc_1,antisymmetry_r2_hidden,4.0
t4_boole,t3_boole,4.0
l54_zfmisc_1,l130_zfmisc_1,5.0
l130_zfmisc_1,t107_zfmisc_1,5.0
l130_zfmisc_1,antisymmetry_r2_hidden,5.0
d5_xboole_0,t107_zfmisc_1,5.333333333333333
d5_xboole_0,l130_zfmisc_1,5.714285714285714
t107_zfmisc_1,t7_boole,8.0
t4_boole,t6_boole,8.0
t8_boole,t3_boole,8.466832242503168
l130_zfmisc_1,t7_boole,10.0
t36_xboole_1,l130_zfmisc_1,10.58354030312896
t8_boole,t4_boole,12.0
t125_zfmisc_1,t3_boole,12.079810100149455
t6_boole,t3_boole,12.316137715318517
t125_zfmisc_1,t4_boole,14.0
d5_xboole_0,t8_boole,16.0
t125_zfmisc_1,t8_boole,16.0
t125_zfmisc_1,t6_boole,20.0
l130_zfmisc_1,t6_boole,20.0
l130_zfmisc_1,t3_boole,21.16708060625792
d5_xboole_0,t3_boole,24.632275430637034
l130_zfmisc_1,t4_boole,30.0
d5_xboole_0,t125_zfmisc_1,32.0
d5_xboole_0,t4_boole,32.0
d5_xboole_0,t6_boole,32.0
t125_zfmisc_1,l130_zfmisc_1,40.0
d5_xboole_0,dt_k1_xboole_0,inf
d5_xboole_0,dt_k4_tarski,inf
d5_xboole_0,t36_xboole_1,inf
d5_xboole_0,dt_o_0_0_xboole_0,inf
