formla,formula,score
t6_boole,t3_xboole_1,0.0
t6_boole,t7_boole,0.0
t8_boole,d10_xboole_0,0.0
t8_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t6_boole,t8_boole,2.0
t2_xboole_1,d10_xboole_0,3.0
t6_boole,dt_o_0_0_xboole_0,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
t3_xboole_1,d10_xboole_0,4.0
t8_boole,t3_xboole_1,8.0
t2_xboole_1,t3_xboole_1,8.0
t6_boole,d10_xboole_0,12.0
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,t2_xboole_1,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,t3_xboole_1,inf
dt_k1_xboole_0,d10_xboole_0,inf
dt_k1_xboole_0,t7_boole,inf
t6_boole,t2_xboole_1,inf
t6_boole,antisymmetry_r2_hidden,inf
t8_boole,t2_xboole_1,inf
t8_boole,antisymmetry_r2_hidden,inf
t2_xboole_1,dt_o_0_0_xboole_0,inf
t2_xboole_1,antisymmetry_r2_hidden,inf
t2_xboole_1,t7_boole,inf
dt_o_0_0_xboole_0,antisymmetry_r2_hidden,inf
dt_o_0_0_xboole_0,t3_xboole_1,inf
dt_o_0_0_xboole_0,d10_xboole_0,inf
antisymmetry_r2_hidden,t3_xboole_1,inf
antisymmetry_r2_hidden,d10_xboole_0,inf
t3_xboole_1,t7_boole,inf
d10_xboole_0,t7_boole,inf
