formla,formula,score
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,dt_m1_subset_1,0.0
dt_k1_xboole_0,dt_k1_zfmisc_1,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
t8_boole,t7_boole,0.0
t8_boole,d2_subset_1,0.0
dt_k4_xboole_0,dt_m1_subset_1,0.0
dt_k4_xboole_0,dt_k1_zfmisc_1,0.0
dt_k4_xboole_0,dt_k3_xboole_0,0.0
t7_boole,antisymmetry_r2_hidden,0.0
t7_boole,d2_subset_1,0.0
t7_boole,d1_zfmisc_1,0.0
t7_boole,t6_boole,0.0
antisymmetry_r2_hidden,d2_subset_1,0.0
antisymmetry_r2_hidden,d1_zfmisc_1,0.0
existence_m1_subset_1,d2_subset_1,0.0
dt_m1_subset_1,dt_k1_zfmisc_1,0.0
dt_m1_subset_1,dt_k3_xboole_0,0.0
d2_subset_1,d1_zfmisc_1,0.0
d2_subset_1,t6_boole,0.0
dt_k1_zfmisc_1,dt_k3_xboole_0,0.0
t32_subset_1,dt_k7_subset_1,1.5
t32_subset_1,dt_k9_subset_1,1.5
t32_subset_1,dt_k3_subset_1,1.5
t32_subset_1,dt_k8_subset_1,1.5
commutativity_k9_subset_1,dt_k7_subset_1,2.0
commutativity_k9_subset_1,dt_k9_subset_1,2.0
commutativity_k9_subset_1,dt_k3_subset_1,2.0
commutativity_k9_subset_1,dt_k8_subset_1,2.0
t8_boole,t6_boole,2.0
idempotence_k8_subset_1,dt_k7_subset_1,2.0
idempotence_k8_subset_1,dt_k9_subset_1,2.0
idempotence_k8_subset_1,dt_k3_subset_1,2.0
idempotence_k8_subset_1,dt_k8_subset_1,2.0
redefinition_k8_subset_1,dt_k7_subset_1,2.0
redefinition_k8_subset_1,dt_k9_subset_1,2.0
redefinition_k8_subset_1,dt_k3_subset_1,2.0
redefinition_k8_subset_1,dt_k8_subset_1,2.0
idempotence_k9_subset_1,dt_k7_subset_1,2.0
idempotence_k9_subset_1,dt_k9_subset_1,2.0
idempotence_k9_subset_1,dt_k3_subset_1,2.0
idempotence_k9_subset_1,dt_k8_subset_1,2.0
dt_k7_subset_1,dt_k9_subset_1,2.0
dt_k7_subset_1,dt_k3_subset_1,2.0
dt_k7_subset_1,involutiveness_k3_subset_1,2.0
dt_k7_subset_1,redefinition_k7_subset_1,2.0
dt_k7_subset_1,d5_subset_1,2.0
dt_k7_subset_1,dt_k8_subset_1,2.0
dt_k7_subset_1,commutativity_k8_subset_1,2.0
dt_k7_subset_1,redefinition_k9_subset_1,2.0
dt_k9_subset_1,dt_k3_subset_1,2.0
dt_k9_subset_1,involutiveness_k3_subset_1,2.0
dt_k9_subset_1,redefinition_k7_subset_1,2.0
dt_k9_subset_1,d5_subset_1,2.0
dt_k9_subset_1,dt_k8_subset_1,2.0
dt_k9_subset_1,commutativity_k8_subset_1,2.0
dt_k9_subset_1,redefinition_k9_subset_1,2.0
dt_k3_subset_1,involutiveness_k3_subset_1,2.0
dt_k3_subset_1,redefinition_k7_subset_1,2.0
dt_k3_subset_1,d5_subset_1,2.0
dt_k3_subset_1,dt_k8_subset_1,2.0
dt_k3_subset_1,commutativity_k8_subset_1,2.0
dt_k3_subset_1,redefinition_k9_subset_1,2.0
involutiveness_k3_subset_1,dt_k8_subset_1,2.0
redefinition_k7_subset_1,dt_k8_subset_1,2.0
d5_subset_1,dt_k8_subset_1,2.0
dt_k8_subset_1,commutativity_k8_subset_1,2.0
dt_k8_subset_1,redefinition_k9_subset_1,2.0
idempotence_k3_xboole_0,t2_boole,2.4334773587754635
t32_subset_1,existence_m1_subset_1,3.0
dt_k7_subset_1,existence_m1_subset_1,3.0
existence_m1_subset_1,dt_k9_subset_1,3.0
existence_m1_subset_1,dt_k3_subset_1,3.0
existence_m1_subset_1,dt_k8_subset_1,3.0
t28_xboole_1,idempotence_k3_xboole_0,3.58351893845611
commutativity_k9_subset_1,existence_m1_subset_1,4.0
commutativity_k9_subset_1,redefinition_k9_subset_1,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
t8_boole,fc1_subset_1,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
dt_o_0_0_xboole_0,fc1_subset_1,4.0
dt_o_0_0_xboole_0,d2_subset_1,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
idempotence_k8_subset_1,idempotence_k9_subset_1,4.0
idempotence_k8_subset_1,existence_m1_subset_1,4.0
idempotence_k8_subset_1,involutiveness_k3_subset_1,4.0
redefinition_k8_subset_1,existence_m1_subset_1,4.0
redefinition_k8_subset_1,commutativity_k8_subset_1,4.0
redefinition_k8_subset_1,redefinition_k9_subset_1,4.0
