formla,formula,score
d5_xboole_0,d3_tarski,0.0
d5_xboole_0,antisymmetry_r2_hidden,0.0
d5_xboole_0,t7_boole,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,dt_k2_xboole_0,0.0
t8_boole,d10_xboole_0,0.0
t8_boole,t7_boole,0.0
dt_k3_xboole_0,dt_k4_xboole_0,0.0
dt_k3_xboole_0,dt_k2_xboole_0,0.0
dt_k4_xboole_0,dt_k2_xboole_0,0.0
d3_xboole_0,d3_tarski,0.0
d3_xboole_0,antisymmetry_r2_hidden,0.0
d3_xboole_0,t7_boole,0.0
d3_tarski,d4_xboole_0,0.0
d3_tarski,antisymmetry_r2_hidden,0.0
d3_tarski,d10_xboole_0,0.0
d3_tarski,t7_boole,0.0
d4_xboole_0,antisymmetry_r2_hidden,0.0
d4_xboole_0,t7_boole,0.0
t6_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
d5_xboole_0,d3_xboole_0,0.64
d5_xboole_0,d4_xboole_0,0.64
d3_xboole_0,d4_xboole_0,0.64
t19_xboole_1,d10_xboole_0,1.0
t8_boole,t6_boole,2.0
t19_xboole_1,d3_tarski,2.0
idempotence_k3_xboole_0,t2_boole,2.4334773587754635
t19_xboole_1,t7_xboole_1,2.6666666666666665
t19_xboole_1,t34_xboole_1,2.6666666666666665
t1_boole,idempotence_k2_xboole_0,2.6852191708626694
t34_xboole_1,d10_xboole_0,3.0
t7_xboole_1,d10_xboole_0,3.1750620909386877
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
idempotence_k3_xboole_0,idempotence_k2_xboole_0,4.0
t4_boole,t3_boole,4.0
t7_xboole_1,t34_xboole_1,4.0596124216380804
t1_boole,commutativity_k2_xboole_0,4.866954717550927
