formla,formula,score
d5_xboole_0,antisymmetry_r2_hidden,0.0
d5_xboole_0,t7_subset_1,0.0
d5_xboole_0,t7_boole,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,dt_m1_subset_1,0.0
dt_k1_xboole_0,dt_k1_zfmisc_1,0.0
t8_boole,t7_boole,0.0
t8_boole,d10_xboole_0,0.0
dt_k4_xboole_0,dt_m1_subset_1,0.0
dt_k4_xboole_0,dt_k1_zfmisc_1,0.0
dt_m1_subset_1,dt_k1_zfmisc_1,0.0
t6_boole,t7_boole,0.0
t17_subset_1,antisymmetry_r2_hidden,0.0
t17_subset_1,t7_boole,0.0
antisymmetry_r2_hidden,t7_subset_1,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t7_subset_1,t7_boole,0.0
t7_subset_1,d10_xboole_0,0.0
d5_xboole_0,t17_subset_1,1.28
t17_subset_1,t7_subset_1,1.4814814814814814
redefinition_k7_subset_1,dt_k7_subset_1,2.0
t8_boole,t6_boole,2.0
redefinition_k7_subset_1,t7_subset_1,2.6666666666666665
t7_subset_1,existence_m1_subset_1,2.6666666666666665
t17_subset_1,dt_k7_subset_1,3.0
t17_subset_1,existence_m1_subset_1,3.0
dt_k7_subset_1,existence_m1_subset_1,3.0
t7_subset_1,dt_k7_subset_1,3.3333333333333335
redefinition_k7_subset_1,existence_m1_subset_1,4.0
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
t4_boole,t3_boole,4.0
redefinition_k7_subset_1,t17_subset_1,5.12
t4_boole,t6_boole,8.0
t8_boole,t3_boole,8.466832242503168
t8_boole,t4_boole,12.0
t6_boole,d10_xboole_0,12.0
t6_boole,t3_boole,12.316137715318517
t3_boole,d10_xboole_0,12.700248363754751
d5_xboole_0,t8_boole,16.0
redefinition_k7_subset_1,t8_boole,16.0
redefinition_k7_subset_1,t3_boole,16.238449686552322
t4_boole,d10_xboole_0,18.0
redefinition_k7_subset_1,t4_boole,20.0
d5_xboole_0,d10_xboole_0,24.0
redefinition_k7_subset_1,t6_boole,24.0
redefinition_k7_subset_1,d10_xboole_0,24.0
d5_xboole_0,t3_boole,24.632275430637034
d5_xboole_0,redefinition_k7_subset_1,27.349294072283442
d5_xboole_0,t4_boole,32.0
d5_xboole_0,t6_boole,32.0
t8_boole,t17_subset_1,32.0
t17_subset_1,d10_xboole_0,48.0
t17_subset_1,t3_boole,49.26455086127407
t4_boole,t17_subset_1,64.0
t6_boole,t17_subset_1,64.0
d5_xboole_0,dt_k1_xboole_0,inf
d5_xboole_0,dt_o_0_0_xboole_0,inf
d5_xboole_0,dt_k4_xboole_0,inf
d5_xboole_0,dt_m1_subset_1,inf
