formla,formula,score
dt_k1_xboole_0,dt_k2_zfmisc_1,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
t8_boole,t7_boole,0.0
dt_k2_zfmisc_1,dt_k3_xboole_0,0.0
t6_boole,t7_boole,0.0
antisymmetry_r2_hidden,t7_boole,0.0
t113_zfmisc_1,t6_boole,1.3333333333333333
t8_boole,t6_boole,2.0
t113_zfmisc_1,t134_zfmisc_1,2.4
idempotence_k3_xboole_0,t2_boole,2.4334773587754635
t8_boole,t134_zfmisc_1,3.2
idempotence_k3_xboole_0,t28_xboole_1,3.58351893845611
t8_boole,dt_o_0_0_xboole_0,4.0
dt_o_0_0_xboole_0,t6_boole,4.0
dt_o_0_0_xboole_0,t7_boole,4.0
t6_boole,t134_zfmisc_1,4.0
idempotence_k3_xboole_0,t134_zfmisc_1,4.092256872215681
t113_zfmisc_1,t2_boole,4.666666666666667
t17_xboole_1,t138_zfmisc_1,4.813485346959481
commutativity_k3_xboole_0,t28_xboole_1,4.866954717550927
t17_xboole_1,t28_xboole_1,4.866954717550927
t138_zfmisc_1,t28_xboole_1,5.047816658112515
t113_zfmisc_1,idempotence_k3_xboole_0,5.056119469116039
t138_zfmisc_1,t113_zfmisc_1,5.333333333333333
t8_boole,t113_zfmisc_1,5.333333333333333
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
t8_boole,idempotence_k3_xboole_0,5.58088391142352
commutativity_k3_xboole_0,t134_zfmisc_1,5.6
d2_xboole_0,t134_zfmisc_1,5.6
t2_boole,t134_zfmisc_1,6.0
commutativity_k3_xboole_0,t2_boole,6.158068857659258
d2_xboole_0,idempotence_k3_xboole_0,6.3076593367267755
commutativity_k3_xboole_0,t113_zfmisc_1,6.666666666666667
t113_zfmisc_1,d2_xboole_0,6.666666666666667
t28_xboole_1,t134_zfmisc_1,7.715390348044046
commutativity_k3_xboole_0,t8_boole,8.0
commutativity_k3_xboole_0,d2_xboole_0,8.0
t8_boole,d2_xboole_0,8.0
t2_boole,t6_boole,8.0
t28_xboole_1,t2_boole,8.466832242503168
idempotence_k3_xboole_0,t6_boole,8.896418674544599
t123_zfmisc_1,t134_zfmisc_1,9.2
t8_boole,t28_xboole_1,9.733909435101854
t113_zfmisc_1,t28_xboole_1,9.736444902211606
t113_zfmisc_1,t123_zfmisc_1,10.0
d2_xboole_0,t2_boole,10.0
t123_zfmisc_1,idempotence_k3_xboole_0,10.187569205075196
commutativity_k3_xboole_0,t123_zfmisc_1,10.377246659046476
commutativity_k3_xboole_0,t6_boole,12.0
t8_boole,t2_boole,12.0
t123_zfmisc_1,d2_xboole_0,12.0
d2_xboole_0,t6_boole,12.0
d2_xboole_0,t28_xboole_1,12.316137715318517
t138_zfmisc_1,t134_zfmisc_1,12.8
t123_zfmisc_1,t2_boole,14.0
t138_zfmisc_1,t6_boole,16.0
t8_boole,t123_zfmisc_1,16.0
t28_xboole_1,t6_boole,16.933664485006336
t123_zfmisc_1,t6_boole,20.0
t123_zfmisc_1,t28_xboole_1,20.19126663245006
t138_zfmisc_1,t2_boole,24.0
t138_zfmisc_1,idempotence_k3_xboole_0,25.230637346907102
commutativity_k3_xboole_0,t138_zfmisc_1,32.0
t138_zfmisc_1,t8_boole,32.0
t138_zfmisc_1,d2_xboole_0,32.0
t138_zfmisc_1,t123_zfmisc_1,40.0
commutativity_k3_xboole_0,t17_xboole_1,inf
commutativity_k3_xboole_0,dt_k1_xboole_0,inf
commutativity_k3_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k3_xboole_0,dt_k2_zfmisc_1,inf
commutativity_k3_xboole_0,dt_k3_xboole_0,inf
commutativity_k3_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k3_xboole_0,t7_boole,inf
t17_xboole_1,dt_k1_xboole_0,inf
t17_xboole_1,t8_boole,inf
t17_xboole_1,dt_o_0_0_xboole_0,inf
t17_xboole_1,dt_k2_zfmisc_1,inf
t17_xboole_1,t113_zfmisc_1,inf
t17_xboole_1,dt_k3_xboole_0,inf
t17_xboole_1,t123_zfmisc_1,inf
t17_xboole_1,d2_xboole_0,inf
t17_xboole_1,idempotence_k3_xboole_0,inf
t17_xboole_1,t2_boole,inf
t17_xboole_1,t6_boole,inf
t17_xboole_1,antisymmetry_r2_hidden,inf
t17_xboole_1,t134_zfmisc_1,inf
t17_xboole_1,t7_boole,inf
dt_k1_xboole_0,t138_zfmisc_1,inf
dt_k1_xboole_0,t8_boole,inf
dt_k1_xboole_0,dt_o_0_0_xboole_0,inf
dt_k1_xboole_0,t113_zfmisc_1,inf
dt_k1_xboole_0,t123_zfmisc_1,inf
dt_k1_xboole_0,d2_xboole_0,inf
dt_k1_xboole_0,idempotence_k3_xboole_0,inf
dt_k1_xboole_0,t28_xboole_1,inf
dt_k1_xboole_0,t2_boole,inf
dt_k1_xboole_0,t6_boole,inf
