formla,formula,score
dt_k2_zfmisc_1,dt_k3_xboole_0,0.0
idempotence_k3_xboole_0,t28_xboole_1,3.58351893845611
t28_xboole_1,t124_zfmisc_1,4.329473206762156
commutativity_k3_xboole_0,t28_xboole_1,4.866954717550927
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
t123_zfmisc_1,idempotence_k3_xboole_0,10.187569205075196
commutativity_k3_xboole_0,t123_zfmisc_1,10.377246659046476
t123_zfmisc_1,t28_xboole_1,20.19126663245006
idempotence_k3_xboole_0,t124_zfmisc_1,24.4779752901329
commutativity_k3_xboole_0,t124_zfmisc_1,25.400496727509502
t123_zfmisc_1,t124_zfmisc_1,42.0
commutativity_k3_xboole_0,dt_k2_zfmisc_1,inf
commutativity_k3_xboole_0,dt_k3_xboole_0,inf
t123_zfmisc_1,dt_k2_zfmisc_1,inf
t123_zfmisc_1,dt_k3_xboole_0,inf
dt_k2_zfmisc_1,idempotence_k3_xboole_0,inf
dt_k2_zfmisc_1,t28_xboole_1,inf
dt_k2_zfmisc_1,t124_zfmisc_1,inf
idempotence_k3_xboole_0,dt_k3_xboole_0,inf
t28_xboole_1,dt_k3_xboole_0,inf
t124_zfmisc_1,dt_k3_xboole_0,inf
