formla,formula,score
d5_xboole_0,t6_xboole_0,0.0
d5_xboole_0,d1_xboole_0,0.0
d5_xboole_0,t3_xboole_0,0.0
d5_xboole_0,t7_boole,0.0
d5_xboole_0,d3_tarski,0.0
d5_xboole_0,antisymmetry_r2_hidden,0.0
t6_xboole_0,d3_xboole_0,0.0
t6_xboole_0,d1_xboole_0,0.0
t6_xboole_0,d4_xboole_0,0.0
t6_xboole_0,t3_xboole_0,0.0
t6_xboole_0,t7_boole,0.0
t6_xboole_0,t2_tarski,0.0
t6_xboole_0,d3_tarski,0.0
t6_xboole_0,antisymmetry_r2_hidden,0.0
t6_xboole_0,antisymmetry_r2_xboole_0,0.0
t6_xboole_0,d8_xboole_0,0.0
t6_xboole_0,t2_xboole_0,0.0
t8_boole,d1_xboole_0,0.0
t8_boole,rc2_xboole_0,0.0
t8_boole,d10_xboole_0,0.0
t8_boole,t7_boole,0.0
t8_boole,t2_tarski,0.0
t8_boole,rc1_xboole_0,0.0
t8_boole,d8_xboole_0,0.0
d3_xboole_0,d1_xboole_0,0.0
d3_xboole_0,t3_xboole_0,0.0
d3_xboole_0,t7_boole,0.0
d3_xboole_0,d3_tarski,0.0
d3_xboole_0,antisymmetry_r2_hidden,0.0
d3_xboole_0,t14_xboole_1,0.0
t30_xboole_1,d3_tarski,0.0
t30_xboole_1,t1_xboole_1,0.0
d1_xboole_0,d4_xboole_0,0.0
d1_xboole_0,t3_xboole_0,0.0
d1_xboole_0,rc2_xboole_0,0.0
d1_xboole_0,t7_boole,0.0
d1_xboole_0,t2_tarski,0.0
d1_xboole_0,rc1_xboole_0,0.0
d1_xboole_0,l13_xboole_0,0.0
d1_xboole_0,d3_tarski,0.0
d1_xboole_0,antisymmetry_r2_hidden,0.0
d1_xboole_0,t6_boole,0.0
d1_xboole_0,t2_xboole_0,0.0
d4_xboole_0,t3_xboole_0,0.0
d4_xboole_0,t7_boole,0.0
d4_xboole_0,d3_tarski,0.0
d4_xboole_0,t20_xboole_1,0.0
d4_xboole_0,antisymmetry_r2_hidden,0.0
t28_xboole_1,d3_tarski,0.0
t28_xboole_1,t1_xboole_1,0.0
t3_xboole_0,symmetry_r1_xboole_0,0.0
t3_xboole_0,t7_boole,0.0
t3_xboole_0,t2_tarski,0.0
t3_xboole_0,d7_xboole_0,0.0
t3_xboole_0,d3_tarski,0.0
t3_xboole_0,antisymmetry_r2_hidden,0.0
t3_xboole_0,t2_xboole_0,0.0
rc2_xboole_0,t7_boole,0.0
rc2_xboole_0,rc1_xboole_0,0.0
rc2_xboole_0,l13_xboole_0,0.0
rc2_xboole_0,t6_boole,0.0
t3_xboole_1,l13_xboole_0,0.0
t3_xboole_1,t7_xboole_0,0.0
t3_xboole_1,t6_boole,0.0
symmetry_r1_xboole_0,d7_xboole_0,0.0
symmetry_r1_xboole_0,t5_xboole_0,0.0
symmetry_r1_xboole_0,t4_xboole_0,0.0
t45_xboole_1,d3_tarski,0.0
t45_xboole_1,t1_xboole_1,0.0
t12_xboole_1,d3_tarski,0.0
t12_xboole_1,t1_xboole_1,0.0
l32_xboole_1,t37_xboole_1,0.0
l32_xboole_1,d3_tarski,0.0
l32_xboole_1,t1_xboole_1,0.0
d10_xboole_0,t2_tarski,0.0
d10_xboole_0,d3_tarski,0.0
d10_xboole_0,t1_xboole_1,0.0
d10_xboole_0,d8_xboole_0,0.0
dt_k3_xboole_0,dt_k5_xboole_0,0.0
dt_k3_xboole_0,dt_k1_xboole_0,0.0
dt_k3_xboole_0,dt_k4_xboole_0,0.0
dt_k3_xboole_0,dt_k2_xboole_0,0.0
t7_boole,t2_tarski,0.0
t7_boole,rc1_xboole_0,0.0
t7_boole,l13_xboole_0,0.0
t7_boole,d3_tarski,0.0
t7_boole,antisymmetry_r2_hidden,0.0
t7_boole,t6_boole,0.0
t7_boole,t2_xboole_0,0.0
t2_tarski,d3_tarski,0.0
t2_tarski,antisymmetry_r2_hidden,0.0
t2_tarski,d8_xboole_0,0.0
dt_k5_xboole_0,dt_k1_xboole_0,0.0
dt_k5_xboole_0,dt_k4_xboole_0,0.0
dt_k5_xboole_0,dt_k2_xboole_0,0.0
rc1_xboole_0,l13_xboole_0,0.0
rc1_xboole_0,t6_boole,0.0
d7_xboole_0,t5_xboole_0,0.0
d7_xboole_0,t4_xboole_0,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,dt_k2_xboole_0,0.0
l13_xboole_0,t7_xboole_0,0.0
l13_xboole_0,t38_xboole_1,0.0
l13_xboole_0,t6_boole,0.0
t7_xboole_0,t38_xboole_1,0.0
t7_xboole_0,t6_boole,0.0
dt_k4_xboole_0,dt_k2_xboole_0,0.0
t37_xboole_1,d3_tarski,0.0
t37_xboole_1,t1_xboole_1,0.0
d3_tarski,t20_xboole_1,0.0
d3_tarski,antisymmetry_r2_hidden,0.0
d3_tarski,t1_xboole_1,0.0
d3_tarski,d8_xboole_0,0.0
d3_tarski,t2_xboole_0,0.0
d3_tarski,t14_xboole_1,0.0
t38_xboole_1,t6_boole,0.0
t20_xboole_1,t1_xboole_1,0.0
antisymmetry_r2_hidden,t2_xboole_0,0.0
antisymmetry_r2_xboole_0,d8_xboole_0,0.0
t1_xboole_1,d8_xboole_0,0.0
t1_xboole_1,t14_xboole_1,0.0
t20_xboole_1,t14_xboole_1,0.21301775147928995
