formla,formula,score
d7_xboole_0,t4_xboole_0,0.0
d7_xboole_0,t3_xboole_0,0.0
d7_xboole_0,symmetry_r1_xboole_0,0.0
d5_xboole_0,d1_xboole_0,0.0
d5_xboole_0,t3_xboole_0,0.0
d5_xboole_0,antisymmetry_r2_hidden,0.0
rc1_xboole_0,l13_xboole_0,0.0
rc1_xboole_0,d1_xboole_0,0.0
rc1_xboole_0,rc2_xboole_0,0.0
dt_k1_xboole_0,dt_k5_xboole_0,0.0
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,dt_k2_xboole_0,0.0
dt_k1_xboole_0,dt_k3_xboole_0,0.0
l13_xboole_0,d1_xboole_0,0.0
l13_xboole_0,rc2_xboole_0,0.0
dt_k5_xboole_0,dt_k4_xboole_0,0.0
dt_k5_xboole_0,dt_k2_xboole_0,0.0
dt_k5_xboole_0,dt_k3_xboole_0,0.0
t4_xboole_0,symmetry_r1_xboole_0,0.0
dt_k4_xboole_0,dt_k2_xboole_0,0.0
dt_k4_xboole_0,dt_k3_xboole_0,0.0
d3_xboole_0,d1_xboole_0,0.0
d3_xboole_0,t3_xboole_0,0.0
d3_xboole_0,antisymmetry_r2_hidden,0.0
d1_xboole_0,d4_xboole_0,0.0
d1_xboole_0,t3_xboole_0,0.0
d1_xboole_0,antisymmetry_r2_hidden,0.0
d1_xboole_0,rc2_xboole_0,0.0
d1_xboole_0,t2_xboole_0,0.0
d1_xboole_0,t2_tarski,0.0
d4_xboole_0,t3_xboole_0,0.0
d4_xboole_0,antisymmetry_r2_hidden,0.0
t3_xboole_0,antisymmetry_r2_hidden,0.0
t3_xboole_0,t2_xboole_0,0.0
t3_xboole_0,symmetry_r1_xboole_0,0.0
t3_xboole_0,t2_tarski,0.0
dt_k2_xboole_0,dt_k3_xboole_0,0.0
antisymmetry_r2_hidden,t2_xboole_0,0.0
antisymmetry_r2_hidden,t2_tarski,0.0
d5_xboole_0,t2_tarski,0.4897959183673469
d3_xboole_0,t2_tarski,0.4897959183673469
d4_xboole_0,t2_tarski,0.4897959183673469
t2_xboole_0,t2_tarski,0.4897959183673469
d5_xboole_0,d3_xboole_0,0.64
d5_xboole_0,d4_xboole_0,0.64
d5_xboole_0,t2_xboole_0,0.64
d3_xboole_0,d4_xboole_0,0.64
d3_xboole_0,t2_xboole_0,0.64
d4_xboole_0,t2_xboole_0,0.64
t1_xboole_0,antisymmetry_r2_hidden,0.6666666666666666
d5_xboole_0,t1_xboole_0,0.8888888888888888
d3_xboole_0,t1_xboole_0,0.8888888888888888
t1_xboole_0,d4_xboole_0,0.8888888888888888
t1_xboole_0,t2_xboole_0,0.8888888888888888
t1_xboole_0,t3_xboole_0,1.0
t1_xboole_0,t2_tarski,1.0
t1_xboole_0,d1_xboole_0,1.3333333333333333
rc1_xboole_0,dt_o_0_0_xboole_0,2.0
rc1_xboole_0,fc1_xboole_0,2.0
dt_o_0_0_xboole_0,rc2_xboole_0,2.0
fc1_xboole_0,rc2_xboole_0,2.0
t4_xboole_0,t3_xboole_0,2.6666666666666665
l13_xboole_0,dt_o_0_0_xboole_0,4.0
l13_xboole_0,fc1_xboole_0,4.0
t4_xboole_0,antisymmetry_r2_hidden,4.0
dt_o_0_0_xboole_0,d1_xboole_0,4.0
dt_o_0_0_xboole_0,fc1_xboole_0,4.0
d1_xboole_0,fc1_xboole_0,4.0
idempotence_k3_xboole_0,idempotence_k2_xboole_0,4.0
d5_xboole_0,t4_xboole_0,5.333333333333333
t4_xboole_0,d3_xboole_0,5.333333333333333
t4_xboole_0,t1_xboole_0,5.333333333333333
t4_xboole_0,d4_xboole_0,5.333333333333333
t4_xboole_0,t2_xboole_0,5.333333333333333
commutativity_k3_xboole_0,idempotence_k3_xboole_0,5.500455150460012
commutativity_k2_xboole_0,idempotence_k2_xboole_0,5.500455150460012
d6_xboole_0,commutativity_k5_xboole_0,6.0
t4_xboole_0,t2_tarski,6.0
commutativity_k3_xboole_0,idempotence_k2_xboole_0,6.3076593367267755
commutativity_k2_xboole_0,idempotence_k3_xboole_0,6.3076593367267755
commutativity_k5_xboole_0,idempotence_k3_xboole_0,6.3076593367267755
commutativity_k5_xboole_0,idempotence_k2_xboole_0,6.3076593367267755
d2_xboole_0,idempotence_k3_xboole_0,6.3076593367267755
d2_xboole_0,idempotence_k2_xboole_0,6.3076593367267755
commutativity_k3_xboole_0,d7_xboole_0,8.0
commutativity_k3_xboole_0,commutativity_k2_xboole_0,8.0
commutativity_k3_xboole_0,commutativity_k5_xboole_0,8.0
commutativity_k3_xboole_0,d2_xboole_0,8.0
d7_xboole_0,l13_xboole_0,8.0
commutativity_k2_xboole_0,commutativity_k5_xboole_0,8.0
commutativity_k2_xboole_0,d2_xboole_0,8.0
t4_xboole_0,d1_xboole_0,8.0
commutativity_k5_xboole_0,d2_xboole_0,8.0
d6_xboole_0,idempotence_k3_xboole_0,8.233259761977418
d6_xboole_0,idempotence_k2_xboole_0,8.233259761977418
idempotence_k3_xboole_0,t2_tarski,8.37132586713528
idempotence_k2_xboole_0,t2_tarski,8.37132586713528
d6_xboole_0,commutativity_k2_xboole_0,8.466832242503168
d7_xboole_0,idempotence_k3_xboole_0,8.478248445389776
l13_xboole_0,idempotence_k3_xboole_0,8.896418674544599
l13_xboole_0,idempotence_k2_xboole_0,8.896418674544599
commutativity_k5_xboole_0,t2_xboole_0,9.733909435101854
d6_xboole_0,commutativity_k3_xboole_0,10.0
d6_xboole_0,d2_xboole_0,10.0
commutativity_k3_xboole_0,l13_xboole_0,12.0
commutativity_k3_xboole_0,t2_tarski,12.0
l13_xboole_0,commutativity_k2_xboole_0,12.0
l13_xboole_0,commutativity_k5_xboole_0,12.0
l13_xboole_0,d2_xboole_0,12.0
l13_xboole_0,t2_tarski,12.0
commutativity_k2_xboole_0,t2_tarski,12.0
commutativity_k5_xboole_0,t2_tarski,12.0
d2_xboole_0,t2_tarski,12.0
d7_xboole_0,idempotence_k2_xboole_0,12.615318673453551
commutativity_k3_xboole_0,d4_xboole_0,13.674647036141721
commutativity_k2_xboole_0,d3_xboole_0,13.674647036141721
d6_xboole_0,l13_xboole_0,16.0
d7_xboole_0,commutativity_k2_xboole_0,16.0
d7_xboole_0,commutativity_k5_xboole_0,16.0
d7_xboole_0,d2_xboole_0,16.0
d5_xboole_0,idempotence_k3_xboole_0,17.792837349089197
d5_xboole_0,idempotence_k2_xboole_0,17.792837349089197
d3_xboole_0,idempotence_k3_xboole_0,17.792837349089197
d3_xboole_0,idempotence_k2_xboole_0,17.792837349089197
d4_xboole_0,idempotence_k3_xboole_0,17.792837349089197
d4_xboole_0,idempotence_k2_xboole_0,17.792837349089197
idempotence_k3_xboole_0,t2_xboole_0,17.792837349089197
t2_xboole_0,idempotence_k2_xboole_0,17.792837349089197
d6_xboole_0,t2_tarski,18.0
d6_xboole_0,d7_xboole_0,20.0
d6_xboole_0,d3_xboole_0,24.0
commutativity_k3_xboole_0,d5_xboole_0,24.0
commutativity_k3_xboole_0,d3_xboole_0,24.0
commutativity_k3_xboole_0,t2_xboole_0,24.0
d7_xboole_0,t2_tarski,24.0
d5_xboole_0,commutativity_k2_xboole_0,24.0
