formla,formula,score
dt_k8_enumset1,dt_k2_enumset1,0.0
dt_k8_enumset1,dt_k1_zfmisc_1,0.0
dt_k8_enumset1,dt_k3_xboole_0,0.0
dt_k8_enumset1,dt_k1_xboole_0,0.0
dt_k8_enumset1,dt_k5_enumset1,0.0
dt_k8_enumset1,dt_k3_enumset1,0.0
dt_k8_enumset1,dt_k4_tarski,0.0
dt_k8_enumset1,dt_k6_enumset1,0.0
dt_k8_enumset1,dt_k1_tarski,0.0
dt_k8_enumset1,dt_k4_xboole_0,0.0
dt_k8_enumset1,dt_k7_enumset1,0.0
dt_k8_enumset1,dt_m1_subset_1,0.0
dt_k8_enumset1,dt_k3_tarski,0.0
dt_k8_enumset1,dt_k2_xboole_0,0.0
dt_k8_enumset1,dt_k1_enumset1,0.0
dt_k8_enumset1,dt_k2_tarski,0.0
dt_k8_enumset1,dt_k5_xboole_0,0.0
dt_k8_enumset1,dt_k4_enumset1,0.0
dt_k8_enumset1,dt_k2_zfmisc_1,0.0
rc2_subset_1,rc1_xboole_0,0.0
rc2_subset_1,redefinition_k4_subset_1,0.0
rc2_subset_1,l3_subset_1,0.0
rc2_subset_1,idempotence_k9_subset_1,0.0
rc2_subset_1,commutativity_k5_subset_1,0.0
rc2_subset_1,rc1_subset_1,0.0
rc2_subset_1,t25_subset_1,0.0
rc2_subset_1,t69_xboole_1,0.0
rc2_subset_1,redefinition_k9_subset_1,0.0
rc2_subset_1,rc2_xboole_0,0.0
rc2_subset_1,t139_zfmisc_1,0.0
rc2_subset_1,redefinition_k7_subset_1,0.0
rc2_subset_1,t8_boole,0.0
rc2_subset_1,d1_xboole_0,0.0
rc2_subset_1,t7_boole,0.0
rc2_subset_1,l13_xboole_0,0.0
rc2_subset_1,t10_subset_1,0.0
rc2_subset_1,d5_subset_1,0.0
rc2_subset_1,idempotence_k4_subset_1,0.0
rc2_subset_1,involutiveness_k3_subset_1,0.0
rc2_subset_1,cc1_zfmisc_1,0.0
rc2_subset_1,commutativity_k9_subset_1,0.0
rc2_subset_1,redefinition_k5_subset_1,0.0
rc2_subset_1,t68_xboole_1,0.0
rc2_subset_1,commutativity_k4_subset_1,0.0
rc2_subset_1,t6_boole,0.0
t108_zfmisc_1,t107_zfmisc_1,0.0
t48_zfmisc_1,t45_zfmisc_1,0.0
t48_zfmisc_1,l168_zfmisc_1,0.0
t48_zfmisc_1,l3_subset_1,0.0
t48_zfmisc_1,t94_zfmisc_1,0.0
t48_zfmisc_1,t3_xboole_0,0.0
t48_zfmisc_1,l2_zfmisc_1,0.0
t48_zfmisc_1,t47_zfmisc_1,0.0
t48_zfmisc_1,t149_zfmisc_1,0.0
t48_zfmisc_1,t40_zfmisc_1,0.0
t48_zfmisc_1,t54_zfmisc_1,0.0
