formla,formula,score
d5_xboole_0,antisymmetry_r2_hidden,0.0
antisymmetry_r2_hidden,t2_xboole_0,0.0
antisymmetry_r2_hidden,d3_xboole_0,0.0
antisymmetry_r2_hidden,t2_tarski,0.0
dt_k4_xboole_0,dt_k5_xboole_0,0.0
dt_k4_xboole_0,dt_k2_xboole_0,0.0
dt_k5_xboole_0,dt_k2_xboole_0,0.0
d5_xboole_0,t2_tarski,0.4897959183673469
t2_xboole_0,t2_tarski,0.4897959183673469
d3_xboole_0,t2_tarski,0.4897959183673469
d5_xboole_0,t2_xboole_0,0.64
d5_xboole_0,d3_xboole_0,0.64
t2_xboole_0,d3_xboole_0,0.64
antisymmetry_r2_hidden,t1_xboole_0,0.6666666666666666
d5_xboole_0,t1_xboole_0,0.8888888888888888
t2_xboole_0,t1_xboole_0,0.8888888888888888
t1_xboole_0,d3_xboole_0,0.8888888888888888
t1_xboole_0,t2_tarski,1.0
idempotence_k2_xboole_0,commutativity_k2_xboole_0,5.500455150460012
d6_xboole_0,commutativity_k5_xboole_0,6.0
idempotence_k2_xboole_0,commutativity_k5_xboole_0,6.3076593367267755
commutativity_k2_xboole_0,commutativity_k5_xboole_0,8.0
d6_xboole_0,idempotence_k2_xboole_0,8.233259761977418
idempotence_k2_xboole_0,t2_tarski,8.37132586713528
d6_xboole_0,commutativity_k2_xboole_0,8.466832242503168
commutativity_k5_xboole_0,t2_xboole_0,9.733909435101854
commutativity_k2_xboole_0,t2_tarski,12.0
commutativity_k5_xboole_0,t2_tarski,12.0
commutativity_k2_xboole_0,d3_xboole_0,13.674647036141721
d5_xboole_0,idempotence_k2_xboole_0,17.792837349089197
idempotence_k2_xboole_0,t2_xboole_0,17.792837349089197
idempotence_k2_xboole_0,d3_xboole_0,17.792837349089197
d6_xboole_0,t2_tarski,18.0
d6_xboole_0,d3_xboole_0,24.0
d5_xboole_0,commutativity_k2_xboole_0,24.0
d5_xboole_0,commutativity_k5_xboole_0,24.0
commutativity_k2_xboole_0,t2_xboole_0,24.0
commutativity_k5_xboole_0,d3_xboole_0,24.0
d6_xboole_0,d5_xboole_0,32.0
d6_xboole_0,t2_xboole_0,32.0
d6_xboole_0,antisymmetry_r2_hidden,inf
d6_xboole_0,dt_k4_xboole_0,inf
d6_xboole_0,t1_xboole_0,inf
d6_xboole_0,dt_k5_xboole_0,inf
d6_xboole_0,dt_k2_xboole_0,inf
d5_xboole_0,dt_k4_xboole_0,inf
d5_xboole_0,dt_k5_xboole_0,inf
d5_xboole_0,dt_k2_xboole_0,inf
idempotence_k2_xboole_0,antisymmetry_r2_hidden,inf
idempotence_k2_xboole_0,dt_k4_xboole_0,inf
idempotence_k2_xboole_0,t1_xboole_0,inf
idempotence_k2_xboole_0,dt_k5_xboole_0,inf
idempotence_k2_xboole_0,dt_k2_xboole_0,inf
commutativity_k2_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k2_xboole_0,dt_k4_xboole_0,inf
commutativity_k2_xboole_0,t1_xboole_0,inf
commutativity_k2_xboole_0,dt_k5_xboole_0,inf
commutativity_k2_xboole_0,dt_k2_xboole_0,inf
commutativity_k5_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k5_xboole_0,dt_k4_xboole_0,inf
commutativity_k5_xboole_0,t1_xboole_0,inf
commutativity_k5_xboole_0,dt_k5_xboole_0,inf
commutativity_k5_xboole_0,dt_k2_xboole_0,inf
antisymmetry_r2_hidden,dt_k4_xboole_0,inf
antisymmetry_r2_hidden,dt_k5_xboole_0,inf
antisymmetry_r2_hidden,dt_k2_xboole_0,inf
t2_xboole_0,dt_k4_xboole_0,inf
t2_xboole_0,dt_k5_xboole_0,inf
t2_xboole_0,dt_k2_xboole_0,inf
dt_k4_xboole_0,t1_xboole_0,inf
dt_k4_xboole_0,d3_xboole_0,inf
dt_k4_xboole_0,t2_tarski,inf
t1_xboole_0,dt_k5_xboole_0,inf
t1_xboole_0,dt_k2_xboole_0,inf
d3_xboole_0,dt_k5_xboole_0,inf
d3_xboole_0,dt_k2_xboole_0,inf
dt_k5_xboole_0,t2_tarski,inf
dt_k2_xboole_0,t2_tarski,inf
